REGION,STATE,COUNTY,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RBIRTH2021,RDEATH2021,RNATURALCHG2021,RINTERNATIONALMIG2021,RDOMESTICMIG2021,RNETMIG2021
3,ALABAMA,Alabama,5024279,5024803,5039877,524,15074,13410,56320,16148,64868,-2738,-8548,-2,1244,3339,22136,3337,23380,11.19161265,12.89022602,-1.698613369,0.247201103,4.398748892,4.645949995
3,ALABAMA,Autauga County,58805,58877,59095,72,218,143,649,168,681,-25,-32,0,5,97,237,97,242,11.00261079,11.5451124,-0.542501611,0.084765877,4.017902553,4.10266843
3,ALABAMA,Baldwin County,231767,233140,239294,1373,6154,527,2260,661,2867,-134,-607,-1,63,1516,6780,1515,6843,9.567473975,12.13714508,-2.569671107,0.266703921,28.70242193,28.96912585
3,ALABAMA,Barbour County,25223,25180,24964,-43,-216,64,274,109,394,-45,-120,0,1,3,-98,3,-97,10.92852585,15.71474154,-4.786215699,0.039885131,-3.908742821,-3.86885769
3,ALABAMA,Bibb County,22293,22223,22477,-70,254,62,226,90,282,-28,-56,0,2,-42,309,-42,311,10.11185682,12.61744966,-2.505592841,0.089485459,13.82550336,13.91498881
3,ALABAMA,Blount County,59134,59081,59041,-53,-40,152,629,220,820,-68,-191,0,2,17,140,17,142,10.65000593,13.88395049,-3.233944566,0.033863294,2.370430572,2.404293866
3,ALABAMA,Bullock County,10357,10309,10320,-48,11,33,130,37,129,-4,1,0,1,-44,7,-44,8,12.60361627,12.50666537,0.096950894,0.096950894,0.678656261,0.775607155
3,ALABAMA,Butler County,19051,19045,18884,-6,-161,40,214,58,295,-18,-81,0,3,14,-83,14,-80,11.28424161,15.55537979,-4.271138179,0.158190303,-4.376598381,-4.218408078
3,ALABAMA,Calhoun County,116441,116266,115972,-175,-294,311,1320,409,1712,-98,-392,1,4,-74,70,-73,74,11.36764871,14.7434959,-3.375847191,0.03444742,0.602829856,0.637277276
3,ALABAMA,Chambers County,34772,34678,34541,-94,-137,85,356,121,512,-36,-156,0,21,-55,-8,-55,13,10.2861931,14.79362603,-4.50743293,0.606769818,-0.231150407,0.375619411
3,ALABAMA,Cherokee County,24971,24958,24996,-13,38,55,238,114,473,-59,-235,0,1,49,271,49,272,9.528766465,18.93742243,-9.408655963,0.040036834,10.84998198,10.89001882
3,ALABAMA,Chilton County,45014,45024,45274,10,250,125,557,138,590,-13,-33,1,1,24,275,25,276,12.33692884,13.06784203,-0.730913199,0.022148885,6.090943321,6.113092206
3,ALABAMA,Choctaw County,12665,12619,12533,-46,-86,36,144,53,218,-17,-74,0,-1,-27,-13,-27,-14,11.45038168,17.3346056,-5.884223919,-0.079516539,-1.033715013,-1.113231552
3,ALABAMA,Clarke County,23087,22995,22760,-92,-235,78,287,100,395,-22,-108,0,0,-68,-130,-68,-130,12.54507704,17.26587258,-4.720795541,0,-5.682439078,-5.682439078
3,ALABAMA,Clay County,14236,14193,14190,-43,-3,34,141,53,221,-19,-80,0,0,-24,75,-24,75,9.935524786,15.57270197,-5.637177184,0,5.28485361,5.28485361
3,ALABAMA,Cleburne County,15056,15035,15103,-21,68,31,152,65,252,-34,-100,0,1,14,168,14,169,10.08693344,16.72307386,-6.636140421,0.066361404,11.14871591,11.21507731
3,ALABAMA,Coffee County,53465,53565,54174,100,609,141,663,181,709,-40,-46,0,22,142,633,142,655,12.30752095,13.16143643,-0.853915481,0.40839436,11.75061955,12.15901391
3,ALABAMA,Colbert County,57227,57236,57474,9,238,167,578,213,877,-46,-299,0,17,59,516,59,533,10.07758696,15.29073315,-5.213146195,0.296399616,8.996600122,9.292999739
3,ALABAMA,Conecuh County,11597,11552,11328,-45,-224,35,137,48,230,-13,-93,0,0,-31,-129,-31,-129,11.97552448,20.10489511,-8.129370629,0,-11.27622378,-11.27622378
3,ALABAMA,Coosa County,10387,10383,10450,-4,67,23,71,32,154,-9,-83,0,0,6,151,6,151,6.816109058,14.78423655,-7.96812749,0,14.49623194,14.49623194
3,ALABAMA,Covington County,37570,37469,37524,-101,55,78,410,176,654,-98,-244,0,1,1,296,1,297,10.93435387,17.44162789,-6.507274012,0.026669156,7.894070113,7.920739269
3,ALABAMA,Crenshaw County,13194,13157,13083,-37,-74,25,157,45,218,-20,-61,0,0,-16,-15,-16,-15,11.96646342,16.61585366,-4.649390244,0,-1.143292683,-1.143292683
3,ALABAMA,Cullman County,87866,88044,89496,178,1452,245,907,333,1265,-88,-358,0,5,267,1822,267,1827,10.21741579,14.25030979,-4.032893996,0.056325335,20.52495212,20.58127746
3,ALABAMA,Dale County,49326,49214,49342,-112,128,157,637,170,652,-13,-15,-4,18,-94,115,-98,133,12.92666099,13.23105646,-0.304395471,0.365274565,2.333698608,2.698973173
3,ALABAMA,Dallas County,38462,38190,37619,-272,-571,112,426,144,567,-32,-141,0,4,-240,-432,-240,-428,11.23877112,14.95864607,-3.719874949,0.105528367,-11.39706367,-11.29153531
3,ALABAMA,DeKalb County,71608,71630,71813,22,183,206,752,224,1021,-18,-269,-3,34,46,409,43,443,10.48500101,14.23561972,-3.750618713,0.474055897,5.702613582,6.176669479
3,ALABAMA,Elmore County,87977,88116,89304,139,1188,227,906,233,997,-6,-91,0,10,143,1275,143,1285,10.21305377,11.23886822,-1.025814452,0.112726863,14.37267501,14.48540187
3,ALABAMA,Escambia County,36757,36665,36699,-92,34,98,429,132,564,-34,-135,0,0,-56,164,-56,164,11.69510932,15.37538847,-3.680279156,0,4.470857641,4.470857641
3,ALABAMA,Etowah County,103436,103393,103162,-43,-231,287,1200,406,1751,-119,-551,1,26,81,277,82,303,11.61918133,16.95432209,-5.335140762,0.251748929,2.682094357,2.933843286
3,ALABAMA,Fayette County,16321,16307,16148,-14,-159,34,189,57,275,-23,-86,0,1,11,-76,11,-75,11.6468957,16.94654137,-5.299645663,0.061623787,-4.683407795,-4.621784009
3,ALABAMA,Franklin County,32113,32063,32013,-50,-50,101,400,114,448,-13,-48,0,32,-37,-41,-37,-9,12.48517386,13.98339472,-1.498220863,0.998813909,-1.27973032,-0.280916412
3,ALABAMA,Geneva County,26659,26675,26701,16,26,75,259,113,395,-38,-136,0,2,56,160,56,162,9.704736211,14.80065947,-5.095923261,0.074940048,5.995203837,6.070143885
3,ALABAMA,Greene County,7730,7704,7629,-26,-75,24,84,24,109,0,-25,0,0,-25,-51,-25,-51,10.95675993,14.21770039,-3.260940455,0,-6.652318529,-6.652318529
3,ALABAMA,Hale County,14785,14792,14754,7,-38,46,181,45,250,1,-69,0,1,6,29,6,30,12.2520815,16.9227645,-4.670683003,0.067691058,1.963040682,2.03073174
3,ALABAMA,Henry County,17146,17167,17459,21,292,42,169,65,247,-23,-78,0,0,45,373,45,373,9.761450933,14.26673598,-4.505285046,0,21.54450413,21.54450413
3,ALABAMA,Houston County,107202,107190,107458,-12,268,284,1291,340,1418,-56,-127,0,16,47,361,47,377,12.02899631,13.21232902,-1.183332712,0.149081287,3.363646528,3.512727815
3,ALABAMA,Jackson County,52579,52519,52773,-60,254,142,512,221,823,-79,-311,-1,-2,23,568,22,566,9.725335258,15.63271664,-5.907381378,-0.037989591,10.7890438,10.75105421
3,ALABAMA,Jefferson County,674721,673341,667820,-1380,-5521,1884,8105,2224,8543,-340,-438,-11,153,-1027,-5283,-1038,-5130,12.08654293,12.73970836,-0.653165429,0.228160527,-7.878248771,-7.650088244
3,ALABAMA,Lamar County,13972,13943,13689,-29,-254,34,108,60,234,-26,-126,0,0,-1,-129,-1,-129,7.817023741,16.93688477,-9.119861031,0,-9.337000579,-9.337000579
3,ALABAMA,Lauderdale County,93564,93610,94043,46,433,220,918,322,1407,-102,-489,0,16,153,906,153,922,9.784016243,14.99576346,-5.211747214,0.170527516,9.656120606,9.826648122
3,ALABAMA,Lawrence County,33073,33063,33090,-10,27,88,337,135,511,-47,-174,0,-1,38,199,38,198,10.18850241,15.44903481,-5.260532402,-0.030232945,6.016356023,5.986123078
3,ALABAMA,Lee County,174241,174601,177218,360,2617,432,1813,368,1483,64,330,5,123,283,2154,288,2277,10.30643598,8.43047135,1.87596463,0.69922318,12.24493276,12.94415594
3,ALABAMA,Limestone County,103570,104322,107517,752,3195,230,940,250,1112,-20,-172,-2,22,769,3388,767,3410,8.87466425,10.49853899,-1.623874735,0.207704908,31.98655583,32.19426074
3,ALABAMA,Lowndes County,10311,10297,9965,-14,-332,29,138,33,176,-4,-38,0,0,-10,-290,-10,-290,13.6215576,17.37242128,-3.750863686,0,-28.62501234,-28.62501234
3,ALABAMA,Macon County,19532,19476,18895,-56,-581,28,159,67,325,-39,-166,0,-3,-16,-406,-16,-409,8.287508796,16.93987647,-8.652367674,-0.15636809,-21.16181491,-21.318183
3,ALABAMA,Madison County,388153,389696,395211,1543,5515,1026,4169,1042,4067,-16,102,3,87,1543,5335,1546,5422,10.62291456,10.36301116,0.259903403,0.221682314,13.59396718,13.8156495
3,ALABAMA,Marengo County,19323,19264,18996,-59,-268,48,225,74,306,-26,-81,0,2,-31,-190,-31,-188,11.76163095,15.99581809,-4.234187141,0.104547831,-9.93204391,-9.827496079
3,ALABAMA,Marion County,29341,29287,29246,-54,-41,78,322,131,510,-53,-188,0,5,1,139,1,144,11.00234056,17.42606735,-6.423726787,0.170843798,4.749457571,4.920301369
3,ALABAMA,Marshall County,97612,97608,98228,-4,620,334,1387,365,1323,-31,64,3,30,25,514,28,544,14.1649135,13.51130538,0.653608121,0.306378807,5.249290222,5.555669029
3,ALABAMA,Mobile County,414809,414250,413073,-559,-1177,1239,5081,1434,5460,-195,-379,7,112,-366,-987,-359,-875,12.28298984,13.1991979,-0.916208059,0.270752777,-2.38600885,-2.115256073
3,ALABAMA,Monroe County,19772,19723,19648,-49,-75,50,232,67,288,-17,-56,0,0,-30,-22,-30,-22,11.78532422,14.63005766,-2.844733433,0,-1.117573849,-1.117573849
3,ALABAMA,Montgomery County,228954,228448,227434,-506,-1014,731,3034,645,2550,86,484,-1,124,-595,-1646,-596,-1522,13.31046192,11.18710544,2.123356483,0.544000421,-7.221166881,-6.67716646
3,ALABAMA,Morgan County,123421,123336,123668,-85,332,314,1403,443,1620,-129,-217,-1,9,48,526,47,535,11.36013992,13.11719648,-1.757056566,0.072873314,4.259040339,4.331913653
3,ALABAMA,Perry County,8511,8452,8355,-59,-97,24,98,34,140,-10,-42,0,0,-49,-55,-49,-55,11.66180758,16.65972512,-4.997917534,0,-6.544892009,-6.544892009
3,ALABAMA,Pickens County,19123,19062,18801,-61,-261,46,177,88,342,-42,-165,0,4,-19,-102,-19,-98,9.34949687,18.06512955,-8.715632676,0.211288065,-5.387845654,-5.176557589
3,ALABAMA,Pike County,33009,32981,32991,-28,10,83,365,81,386,2,-21,1,31,-31,-7,-30,24,11.06530043,11.70193415,-0.636633723,0.939792639,-0.212211241,0.727581398
3,ALABAMA,Randolph County,21967,21971,21989,4,18,55,237,99,340,-44,-103,0,0,48,118,48,118,10.78252957,15.46860783,-4.686078253,0,5.368516834,5.368516834
3,ALABAMA,Russell County,59183,59226,58722,43,-504,173,826,158,763,15,63,2,14,26,-583,28,-569,14.00617221,12.93790484,1.068267372,0.237392749,-9.885712348,-9.648319598
3,ALABAMA,St. Clair County,91103,91333,92748,230,1415,231,1003,268,1180,-37,-177,0,13,267,1587,267,1600,10.8973767,12.82044317,-1.923066476,0.141242171,17.24240959,17.38365176
3,ALABAMA,Shelby County,223024,223708,226902,684,3194,480,2143,509,2024,-29,119,3,111,710,2970,713,3081,9.511551009,8.983378088,0.528172921,0.492665498,13.18213089,13.67479639
3,ALABAMA,Sumter County,12345,12295,12164,-50,-131,29,135,45,188,-16,-53,1,7,-34,-86,-33,-79,11.03888139,15.37266446,-4.333783066,0.572386443,-7.032176295,-6.459789852
3,ALABAMA,Talladega County,82149,82069,81524,-80,-545,204,831,292,1249,-88,-418,-1,11,13,-153,12,-142,10.1593589,15.269602,-5.110243103,0.134480082,-1.870495681,-1.7360156
3,ALABAMA,Tallapoosa County,41311,41229,41023,-82,-206,97,390,179,709,-82,-319,0,5,4,105,4,110,9.483052084,17.23970238,-7.756650294,0.121577591,2.553129407,2.674706998
3,ALABAMA,Tuscaloosa County,227036,227153,227007,117,-146,616,2516,492,2230,124,286,-5,64,-6,-545,-11,-481,11.07979567,9.820327638,1.259468029,0.281839,-2.40003523,-2.11819623
3,ALABAMA,Walker County,65342,65100,64818,-242,-282,170,782,323,1143,-153,-361,0,11,-85,55,-85,66,12.03836266,17.59571422,-5.55735156,0.169337582,0.846687911,1.016025493
3,ALABAMA,Washington County,15388,15296,15147,-92,-149,38,151,68,235,-30,-84,0,1,-61,-70,-61,-69,9.920178695,15.4386887,-5.518510002,0.065696548,-4.598758335,-4.533061788
3,ALABAMA,Wilcox County,10600,10518,10446,-82,-72,20,144,56,158,-36,-14,0,3,-45,-62,-45,-59,13.73783629,15.07345926,-1.335622973,0.286204923,-5.914901736,-5.628696814
3,ALABAMA,Winston County,23540,23491,23652,-49,161,54,216,84,401,-30,-185,0,-1,-17,351,-17,350,9.163608595,17.01206966,-7.848461065,-0.042424114,14.89086397,14.84843985
4,ALASKA,Alaska,733391,732441,732673,-950,232,2407,9280,1384,5641,1023,3639,21,526,-2033,-3879,-2012,-3353,12.66795621,7.700424677,4.967531537,0.718032863,-5.295151094,-4.577118231
4,ALASKA,Aleutians East Borough,3420,3418,3398,-2,-20,2,14,4,14,-2,0,0,17,0,-38,0,-21,4.107981221,4.107981221,0,4.988262911,-11.15023474,-6.161971831
4,ALASKA,Aleutians West Census Area,5232,5206,5059,-26,-147,9,29,7,14,2,15,0,32,-28,-192,-28,-160,5.650267901,2.727715538,2.922552362,6.234778373,-37.40867024,-31.17389187
4,ALASKA,Anchorage Municipality,291247,290637,288121,-610,-2516,942,3726,561,2179,381,1547,11,296,-1021,-4347,-1010,-4051,12.87584794,7.529917513,5.345930423,1.022880029,-15.02182259,-13.99894256
4,ALASKA,Bethel Census Area,18666,18648,18557,-18,-91,104,408,42,165,62,243,0,3,-81,-335,-81,-332,21.93253595,8.869775568,13.06276038,0.161268647,-18.00833221,-17.84706357
4,ALASKA,Bristol Bay Borough,844,831,838,-13,7,2,8,1,11,1,-3,0,0,-14,10,-14,10,9.58657879,13.18154584,-3.594967046,0,11.98322349,11.98322349
4,ALASKA,Chugach Census Area,7102,7073,6941,-29,-132,15,75,9,40,6,35,0,3,-35,-169,-35,-166,10.70358213,5.708577137,4.995004995,0.428143285,-24.1187384,-23.69059512
4,ALASKA,Copper River Census Area,2617,2616,2630,-1,14,4,29,4,29,0,0,0,2,0,11,0,13,11.0560427,11.0560427,0,0.762485703,4.193671369,4.956157072
4,ALASKA,Denali Borough,1619,1611,1593,-8,-18,7,14,2,2,5,12,0,8,-13,-36,-13,-28,8.739076155,1.248439451,7.490636704,4.993757803,-22.47191011,-17.47815231
4,ALASKA,Dillingham Census Area,4857,4839,4772,-18,-67,22,76,10,48,12,28,0,0,-31,-94,-31,-94,15.81521174,9.988554781,5.826656956,0,-19.56091978,-19.56091978
4,ALASKA,Fairbanks North Star Borough,95655,95286,95593,-369,307,352,1276,137,641,215,635,3,16,-595,-352,-592,-336,13.36972637,6.716296712,6.65342966,0.167645472,-3.688200378,-3.520554907
4,ALASKA,Haines Borough,2080,2085,2071,5,-14,4,18,6,23,-2,-5,0,0,8,-11,8,-11,8.662175168,11.06833494,-2.406159769,0,-5.293551492,-5.293551492
4,ALASKA,Hoonah-Angoon Census Area,2365,2361,2332,-4,-29,8,17,11,24,-3,-7,0,1,-2,-21,-2,-20,7.24483273,10.22799915,-2.983166418,0.426166631,-8.949499254,-8.523332623
4,ALASKA,Juneau City and Borough,32255,32195,31973,-60,-222,80,275,52,204,28,71,-2,21,-88,-317,-90,-296,8.571250468,6.358309438,2.21294103,0.654531854,-9.880314175,-9.225782321
4,ALASKA,Kenai Peninsula Borough,58799,58893,59767,94,874,140,663,125,582,15,81,-1,20,84,777,83,797,11.1747851,9.809539862,1.365245239,0.33709759,13.09624136,13.43333895
4,ALASKA,Ketchikan Gateway Borough,13948,13902,13754,-46,-148,35,113,26,106,9,7,0,8,-54,-163,-54,-155,8.171825282,7.665606017,0.506219265,0.578536303,-11.78767718,-11.20914087
4,ALASKA,Kodiak Island Borough,13101,13023,12787,-78,-236,29,130,15,78,14,52,2,40,-94,-326,-92,-286,10.07361488,6.044168927,4.029445951,3.099573809,-25.26152654,-22.16195273
4,ALASKA,Kusilvak Census Area,8368,8357,8360,-11,3,58,243,23,84,35,159,1,0,-48,-156,-47,-156,29.07220195,10.04965006,19.02255189,0,-18.66363582,-18.66363582
4,ALASKA,Lake and Peninsula Borough,1476,1454,1416,-22,-38,7,21,5,17,2,4,0,1,-23,-43,-23,-42,14.63414634,11.8466899,2.787456446,0.696864112,-29.96515679,-29.26829268
4,ALASKA,Matanuska-Susitna Borough,107081,107460,110686,379,3226,354,1322,209,818,145,504,4,35,225,2716,229,2751,12.12032309,7.499564512,4.620758575,0.320886012,24.90075454,25.22164055
4,ALASKA,Nome Census Area,10046,10032,9865,-14,-167,55,176,22,99,33,77,0,1,-49,-242,-49,-241,17.69110921,9.951248932,7.73986028,0.100517666,-24.32527517,-24.2247575
4,ALASKA,North Slope Borough,11031,10993,10972,-38,-21,42,123,18,58,24,65,0,7,-64,-94,-64,-87,11.19963578,5.281129069,5.918506715,0.637377646,-8.55907125,-7.921693603
4,ALASKA,Northwest Arctic Borough,7793,7784,7560,-9,-224,36,150,19,57,17,93,0,1,-27,-313,-27,-312,19.55161627,7.429614181,12.12200209,0.130344108,-40.79770594,-40.66736184
4,ALASKA,Petersburg Borough,3398,3401,3356,3,-45,6,33,3,39,3,-6,0,1,1,-41,1,-40,9.767648365,11.54358443,-1.775936066,0.295989344,-12.13556312,-11.83957378
4,ALASKA,Prince of Wales-Hyder Census Area,5753,5725,5729,-28,4,16,54,26,36,-10,18,0,0,-18,-14,-18,-14,9.42902043,6.28601362,3.14300681,0,-2.444560852,-2.444560852
4,ALASKA,Sitka City and Borough,8458,8428,8407,-30,-21,24,85,18,58,6,27,0,4,-37,-52,-37,-48,10.0980101,6.89040689,3.207603208,0.475200475,-6.177606178,-5.702405702
4,ALASKA,Skagway Municipality,1240,1239,1132,-1,-107,0,6,0,19,0,-13,0,1,-2,-93,-2,-92,5.061155631,16.02699283,-10.9658372,0.843525938,-78.44791227,-77.60438633
4,ALASKA,Southeast Fairbanks Census Area,6808,6831,6970,23,139,31,101,13,68,18,33,3,8,1,100,4,108,14.63662054,9.85435838,4.782262155,1.15933628,14.4917035,15.65103978
4,ALASKA,Wrangell City and Borough,2127,2130,2055,3,-75,7,19,5,67,2,-48,0,0,1,-27,1,-27,9.08004779,32.01911589,-22.9390681,0,-12.90322581,-12.90322581
4,ALASKA,Yakutat City and Borough,662,683,704,21,21,2,4,1,1,1,3,0,0,19,20,19,20,5.767844268,1.441961067,4.325883201,0,28.83922134,28.83922134
4,ALASKA,Yukon-Koyukuk Census Area,5343,5300,5275,-43,-25,14,72,10,60,4,12,0,0,-48,-37,-48,-37,13.61702128,11.34751773,2.269503546,0,-6.997635934,-6.997635934
4,ARIZONA,Arizona,7151502,7177986,7276316,26484,98330,18036,76497,18340,75665,-304,832,167,4478,26624,93026,26791,97504,10.58466884,10.46954741,0.115121436,0.61960792,12.87173881,13.49134673
4,ARIZONA,Apache County,66021,65897,65623,-124,-274,183,818,262,985,-79,-167,0,4,-46,-123,-46,-119,12.43917275,14.97871046,-2.539537713,0.060827251,-1.870437956,-1.809610706
4,ARIZONA,Cochise County,125447,125398,126050,-49,652,283,1291,404,1582,-121,-291,7,57,77,875,84,932,10.26852471,12.58311858,-2.314593872,0.453374058,6.959689479,7.413063536
4,ARIZONA,Coconino County,145101,145116,145052,15,-64,347,1304,248,1182,99,122,-1,52,-87,-270,-88,-218,8.987896667,8.147004494,0.840892173,0.358413057,-1.860990874,-1.502577817
4,ARIZONA,Gila County,53272,53306,53589,34,283,111,465,239,969,-128,-504,-1,5,171,788,170,793,8.700126292,18.1299406,-9.429814304,0.093549745,14.74343982,14.83698957
4,ARIZONA,Graham County,38533,38614,39050,81,436,119,466,81,371,38,95,0,19,42,317,42,336,12.00041203,9.553976102,2.446435929,0.489287186,8.163370416,8.652657602
4,ARIZONA,Greenlee County,9563,9522,9404,-41,-118,26,121,16,54,10,67,0,0,-51,-183,-51,-183,12.78664271,5.706435591,7.080207123,0,-19.33847617,-19.33847617
4,ARIZONA,La Paz County,16557,16580,16408,23,-172,36,167,70,392,-34,-225,4,23,58,31,62,54,10.1248939,23.76621802,-13.64132412,1.394446465,1.879471323,3.273917788
4,ARIZONA,Maricopa County,4420568,4438342,4496588,17774,58246,11549,49202,9912,41160,1637,8042,1,3059,15988,46866,15989,49925,11.01340469,9.213278672,1.800126022,0.684728364,10.49051308,11.17524144
4,ARIZONA,Mohave County,213267,214070,217692,803,3622,406,1671,1030,4021,-624,-2350,-7,-27,1466,6072,1459,6045,7.740375485,18.62600229,-10.8856268,-0.125068904,28.12660679,28.00153788
4,ARIZONA,Navajo County,106717,106802,108147,85,1345,365,1273,415,1482,-50,-209,4,21,135,1535,139,1556,11.84467013,13.78931747,-1.944647335,0.195395187,14.2824577,14.47785289
4,ARIZONA,Pima County,1043433,1045599,1052030,2166,6431,2414,9925,2939,12448,-525,-2523,79,756,2656,8101,2735,8857,9.463065204,11.86863835,-2.405573149,0.720813833,7.723958813,8.444772646
4,ARIZONA,Pinal County,425264,429583,449557,4319,19974,1043,4596,1106,4496,-63,100,25,188,4356,19984,4381,20172,10.45567259,10.22817754,0.227495052,0.427690698,45.46261119,45.89030189
4,ARIZONA,Santa Cruz County,47669,47653,47883,-16,230,134,563,125,444,9,119,6,64,-29,38,-23,102,11.78613298,9.294925473,2.491207503,1.339809077,0.79551164,2.135320717
4,ARIZONA,Yavapai County,236209,237067,242253,858,5186,388,1740,917,3729,-529,-1989,2,-19,1430,7287,1432,7268,7.260285404,15.55954269,-8.299257281,-0.079278979,30.40557456,30.32629559
4,ARIZONA,Yuma County,203881,204437,206990,556,2553,632,2895,576,2350,56,545,48,276,458,1708,506,1984,14.07297042,11.42365474,2.649315675,1.341671791,8.30280949,9.644481281
3,ARKANSAS,Arkansas,3011524,3012232,3025891,708,13659,8554,35021,9449,38257,-895,-3236,30,824,1588,16016,1618,16840,11.59996244,12.67181871,-1.071856271,0.272932499,5.304959836,5.577892335
3,ARKANSAS,Arkansas County,17149,17105,16722,-44,-383,60,207,76,282,-16,-75,0,1,-27,-306,-27,-305,12.2387442,16.67307181,-4.434327608,0.059124368,-18.09205664,-18.03293227
3,ARKANSAS,Ashley County,19062,18960,18674,-102,-286,55,221,70,305,-15,-84,0,0,-86,-201,-86,-201,11.74469894,16.20874741,-4.464048467,0,-10.68183026,-10.68183026
3,ARKANSAS,Baxter County,41627,41655,42144,28,489,86,315,219,854,-133,-539,0,-4,168,1049,168,1045,7.517989475,20.3821048,-12.86411532,-0.095466533,25.03609828,24.94063175
3,ARKANSAS,Benton County,284333,286353,293692,2020,7339,834,3445,540,2362,294,1083,14,196,1691,6105,1705,6301,11.87838875,8.144195709,3.734193037,0.675809636,21.05009094,21.72590058
3,ARKANSAS,Boone County,37373,37352,37830,-21,478,81,375,133,565,-52,-190,0,-2,33,678,33,676,9.975792078,15.0301934,-5.054401319,-0.053204224,18.03623208,17.98302785
3,ARKANSAS,Bradley County,10545,10498,10408,-47,-90,38,146,46,147,-8,-1,0,1,-39,-91,-39,-90,13.96728212,14.06294844,-0.095666316,0.095666316,-8.705634746,-8.60996843
3,ARKANSAS,Calhoun County,4739,4725,4741,-14,16,12,55,25,75,-13,-20,0,0,0,35,0,35,11.62053666,15.84618635,-4.225649694,0,7.394886964,7.394886964
3,ARKANSAS,Carroll County,28260,28202,28435,-58,233,66,295,94,356,-28,-61,-1,14,-25,281,-26,295,10.41721843,12.57128732,-2.154068895,0.494376468,9.922841958,10.41721843
3,ARKANSAS,Chicot County,10208,10143,10019,-65,-124,28,112,43,204,-15,-92,0,0,-49,-33,-49,-33,11.11000893,20.23608769,-9.126078762,0,-3.273484773,-3.273484773
3,ARKANSAS,Clark County,21446,21362,21321,-84,-41,47,227,72,301,-25,-74,0,8,-60,23,-60,31,10.63655319,14.10397582,-3.467422627,0.3748565,1.077712438,1.452568939
3,ARKANSAS,Clay County,14552,14508,14350,-44,-158,31,140,58,241,-27,-101,0,0,-17,-57,-17,-57,9.702682099,16.70247418,-6.999792085,0,-3.950377712,-3.950377712
3,ARKANSAS,Cleburne County,24711,24665,25015,-46,350,53,211,125,432,-72,-221,0,0,29,581,29,581,8.494363929,17.39130435,-8.896940419,0,23.38969404,23.38969404
3,ARKANSAS,Cleveland County,7550,7544,7514,-6,-30,20,78,38,99,-18,-21,0,0,13,-11,13,-11,10.35994156,13.1491566,-2.789215035,0,-1.461017399,-1.461017399
3,ARKANSAS,Columbia County,22801,22741,22672,-60,-69,65,258,89,339,-24,-81,0,2,-37,8,-37,10,11.36238522,14.9296457,-3.567260476,0.088080506,0.352322022,0.440402528
3,ARKANSAS,Conway County,20715,20729,20873,14,144,66,185,80,296,-14,-111,1,7,28,248,29,255,8.893803183,14.23008509,-5.33628191,0.336522283,11.92250373,12.25902601
3,ARKANSAS,Craighead County,111231,111576,112218,345,642,354,1356,254,1224,100,132,0,28,238,465,238,493,12.11828735,10.93863106,1.179656291,0.250230122,4.155607389,4.405837511
3,ARKANSAS,Crawford County,60133,60107,60378,-26,271,178,706,198,774,-20,-68,0,16,-6,313,-6,329,11.71930116,12.84807237,-1.128771216,0.265593227,5.195667511,5.461260738
3,ARKANSAS,Crittenden County,48163,48067,47525,-96,-542,164,657,162,643,2,14,0,8,-99,-565,-99,-557,13.74592016,13.45300862,0.292911541,0.167378023,-11.82107289,-11.65369487
3,ARKANSAS,Cross County,16833,16762,16681,-71,-81,37,210,63,260,-26,-50,0,1,-44,-34,-44,-33,12.55868194,15.5488443,-2.990162366,0.059803247,-2.033310409,-1.973507161
3,ARKANSAS,Dallas County,6482,6445,6308,-37,-137,9,45,17,110,-8,-65,-1,0,-27,-73,-28,-73,7.057163021,17.25084294,-10.19367992,0,-11.44828668,-11.44828668
3,ARKANSAS,Desha County,11395,11330,11090,-65,-240,37,127,35,158,2,-31,0,7,-68,-213,-68,-206,11.32917038,14.09455843,-2.765388046,0.624442462,-19.00089206,-18.3764496
3,ARKANSAS,Drew County,17350,17309,17110,-41,-199,42,210,46,239,-4,-29,0,0,-36,-171,-36,-171,12.20256254,13.88767832,-1.685115779,0,-9.936372352,-9.936372352
3,ARKANSAS,Faulkner County,123498,123666,125106,168,1440,329,1451,304,1284,25,167,1,62,137,1200,138,1262,11.66529995,10.32270513,1.342594826,0.498448378,9.64738797,10.14583635
3,ARKANSAS,Franklin County,17097,17122,17173,25,51,55,205,75,263,-20,-58,0,-1,46,108,46,107,11.9550955,15.33751276,-3.382417262,-0.058317539,6.298294212,6.239976673
3,ARKANSAS,Fulton County,12075,12033,12145,-42,112,26,131,58,236,-32,-105,0,3,-7,217,-7,220,10.83629746,19.52187939,-8.685581934,0.248159484,17.95020266,18.19836215
3,ARKANSAS,Garland County,100180,100162,100330,-18,168,252,1030,437,1657,-185,-627,0,29,178,762,178,791,10.27472418,16.52933783,-6.25461365,0.289288351,7.6013008,7.890589151
3,ARKANSAS,Grant County,17958,17975,18090,17,115,44,186,72,248,-28,-62,0,0,45,178,45,178,10.31470955,13.75294607,-3.438236517,0,9.871066131,9.871066131
