,FIPS,Admin2,Province_State,3/31/21
779,18097,Marion,Indiana,93586
780,18099,Marshall,Indiana,5613
781,18101,Martin,Indiana,818
782,18103,Miami,Indiana,3680
783,18105,Monroe,Indiana,10909
784,18107,Montgomery,Indiana,4083
785,18109,Morgan,Indiana,6279
786,18111,Newton,Indiana,1003
787,18113,Noble,Indiana,5251
788,18115,Ohio,Indiana,548
789,18117,Orange,Indiana,1735
790,80018,Out of IN,Indiana,0
791,18119,Owen,Indiana,1882
792,18121,Parke,Indiana,1426
793,18123,Perry,Indiana,1775
794,18125,Pike,Indiana,1290
795,18127,Porter,Indiana,16601
796,18129,Posey,Indiana,2660
797,18131,Pulaski,Indiana,1109
798,18133,Putnam,Indiana,3473
799,18135,Randolph,Indiana,2308
800,18137,Ripley,Indiana,3306
801,18139,Rush,Indiana,1674
802,18143,Scott,Indiana,2562
803,18145,Shelby,Indiana,4705
804,18147,Spencer,Indiana,2255
805,18141,St. Joseph,Indiana,32208
806,18149,Starke,Indiana,1950
807,18151,Steuben,Indiana,3510
808,18153,Sullivan,Indiana,2063
809,18155,Switzerland,Indiana,765
810,18157,Tippecanoe,Indiana,20907
811,18159,Tipton,Indiana,1580
812,90018,Unassigned,Indiana,0
813,18161,Union,Indiana,690
814,18163,Vanderburgh,Indiana,21753
815,18165,Vermillion,Indiana,1640
816,18167,Vigo,Indiana,11983
817,18169,Wabash,Indiana,3419
818,18171,Warren,Indiana,775
819,18173,Warrick,Indiana,7594
820,18175,Washington,Indiana,2226
821,18177,Wayne,Indiana,6789
822,18179,Wells,Indiana,2771
823,18181,White,Indiana,3027
824,18183,Whitley,Indiana,3646
825,19001,Adair,Iowa,837
826,19003,Adams,Iowa,320
827,19005,Allamakee,Iowa,1485
828,19007,Appanoose,Iowa,1254
829,19009,Audubon,Iowa,488
830,19011,Benton,Iowa,2477
831,19013,Black Hawk,Iowa,15294
832,19015,Boone,Iowa,2520
833,19017,Bremer,Iowa,2762
834,19019,Buchanan,Iowa,1843
835,19021,Buena Vista,Iowa,4187
836,19023,Butler,Iowa,1611
837,19025,Calhoun,Iowa,1324
838,19027,Carroll,Iowa,2736
839,19029,Cass,Iowa,1331
840,19031,Cedar,Iowa,1789
841,19033,Cerro Gordo,Iowa,5114
842,19035,Cherokee,Iowa,1545
843,19037,Chickasaw,Iowa,1212
844,19039,Clarke,Iowa,975
845,19041,Clay,Iowa,2023
846,19043,Clayton,Iowa,1627
847,19045,Clinton,Iowa,5204
848,19047,Crawford,Iowa,2592
849,19049,Dallas,Iowa,10688
850,19051,Davis,Iowa,787
851,19053,Decatur,Iowa,583
852,19055,Delaware,Iowa,1951
853,19057,Des Moines,Iowa,4351
854,19059,Dickinson,Iowa,2262
855,19061,Dubuque,Iowa,12751
856,19063,Emmet,Iowa,1228
857,19065,Fayette,Iowa,1821
858,19067,Floyd,Iowa,1525
859,19069,Franklin,Iowa,1115
860,19071,Fremont,Iowa,589
861,19073,Greene,Iowa,753
862,19075,Grundy,Iowa,1339
863,19077,Guthrie,Iowa,1153
864,19079,Hamilton,Iowa,1760
865,19081,Hancock,Iowa,1406
866,19083,Hardin,Iowa,1761
867,19085,Harrison,Iowa,1708
868,19087,Henry,Iowa,2838
869,19089,Howard,Iowa,1022
870,19091,Humboldt,Iowa,1175
871,19093,Ida,Iowa,875
872,19095,Iowa,Iowa,1438
873,19097,Jackson,Iowa,2150
874,19099,Jasper,Iowa,4033
875,19101,Jefferson,Iowa,1299
876,19103,Johnson,Iowa,13561
877,19105,Jones,Iowa,2897
878,19107,Keokuk,Iowa,936
879,19109,Kossuth,Iowa,2076
880,19111,Lee,Iowa,3637
881,19113,Linn,Iowa,19911
882,19115,Louisa,Iowa,1246
883,19117,Lucas,Iowa,746
884,19119,Lyon,Iowa,1507
885,19121,Madison,Iowa,1505
886,19123,Mahaska,Iowa,2197
887,19125,Marion,Iowa,3509
888,19127,Marshall,Iowa,4738
889,19129,Mills,Iowa,1552
890,19131,Mitchell,Iowa,1246
891,19133,Monona,Iowa,795
892,19135,Monroe,Iowa,917
893,19137,Montgomery,Iowa,983
894,19139,Muscatine,Iowa,4449
895,19141,O'Brien,Iowa,1929
896,19143,Osceola,Iowa,717
897,80019,Out of IA,Iowa,0
898,19145,Page,Iowa,1858
899,19147,Palo Alto,Iowa,1073
900,19149,Plymouth,Iowa,3853
901,19151,Pocahontas,Iowa,830
902,19153,Polk,Iowa,54567
903,19155,Pottawattamie,Iowa,10321
904,19157,Poweshiek,Iowa,1512
905,19159,Ringgold,Iowa,529
906,19161,Sac,Iowa,1239
907,19163,Scott,Iowa,18063
908,19165,Shelby,Iowa,1241
909,19167,Sioux,Iowa,4960
910,19169,Story,Iowa,10074
911,19171,Tama,Iowa,2051
912,19173,Taylor,Iowa,643
913,90019,Unassigned,Iowa,1018
914,19175,Union,Iowa,1223
915,19177,Van Buren,Iowa,547
916,19179,Wapello,Iowa,4219
917,19181,Warren,Iowa,5388
918,19183,Washington,Iowa,2446
919,19185,Wayne,Iowa,515
920,19187,Webster,Iowa,5041
921,19189,Winnebago,Iowa,1340
922,19191,Winneshiek,Iowa,1895
923,19193,Woodbury,Iowa,14544
924,19195,Worth,Iowa,679
925,19197,Wright,Iowa,1768
926,20001,Allen,Kansas,1213
927,20003,Anderson,Kansas,829
928,20005,Atchison,Kansas,1569
929,20007,Barber,Kansas,369
930,20009,Barton,Kansas,2595
931,20011,Bourbon,Kansas,1333
932,20013,Brown,Kansas,1232
933,20015,Butler,Kansas,7380
934,20017,Chase,Kansas,250
935,20019,Chautauqua,Kansas,265
936,20021,Cherokee,Kansas,2414
937,20023,Cheyenne,Kansas,358
938,20025,Clark,Kansas,247
939,20027,Clay,Kansas,786
940,20029,Cloud,Kansas,972
941,20031,Coffey,Kansas,723
942,20033,Comanche,Kansas,167
943,20035,Cowley,Kansas,3895
944,20037,Crawford,Kansas,4638
945,20039,Decatur,Kansas,264
946,20041,Dickinson,Kansas,1709
947,20043,Doniphan,Kansas,959
948,20045,Douglas,Kansas,8922
949,20047,Edwards,Kansas,259
950,20049,Elk,Kansas,178
951,20051,Ellis,Kansas,3721
952,20053,Ellsworth,Kansas,1215
953,20055,Finney,Kansas,6015
954,20057,Ford,Kansas,5684
955,20059,Franklin,Kansas,2495
956,20061,Geary,Kansas,3166
957,20063,Gove,Kansas,385
958,20065,Graham,Kansas,262
959,20067,Grant,Kansas,935
960,20069,Gray,Kansas,556
961,20071,Greeley,Kansas,104
962,20073,Greenwood,Kansas,551
963,20075,Hamilton,Kansas,202
964,20077,Harper,Kansas,616
965,20079,Harvey,Kansas,3547
966,20081,Haskell,Kansas,418
967,20083,Hodgeman,Kansas,210
968,20085,Jackson,Kansas,1381
969,20087,Jefferson,Kansas,1669
970,20089,Jewell,Kansas,207
971,20091,Johnson,Kansas,56159
972,20093,Kearny,Kansas,561
973,20095,Kingman,Kansas,741
974,20097,Kiowa,Kansas,237
975,20099,Labette,Kansas,2722
976,20101,Lane,Kansas,125
977,20103,Leavenworth,Kansas,7051
978,20105,Lincoln,Kansas,257
979,20107,Linn,Kansas,777
980,20109,Logan,Kansas,292
981,20111,Lyon,Kansas,4209
982,20115,Marion,Kansas,1045
983,20117,Marshall,Kansas,1076
984,20113,McPherson,Kansas,3201
985,20119,Meade,Kansas,502
986,20121,Miami,Kansas,2668
987,20123,Mitchell,Kansas,561
988,20125,Montgomery,Kansas,3395
989,20127,Morris,Kansas,569
990,20129,Morton,Kansas,254
991,20131,Nemaha,Kansas,1502
992,20133,Neosho,Kansas,1771
993,20135,Ness,Kansas,369
994,20137,Norton,Kansas,1202
995,20139,Osage,Kansas,1207
996,20141,Osborne,Kansas,288
997,20143,Ottawa,Kansas,549
998,80020,Out of KS,Kansas,0
999,20145,Pawnee,Kansas,1142
1000,20147,Phillips,Kansas,712
1001,20149,Pottawatomie,Kansas,1852
1002,20151,Pratt,Kansas,812
1003,20153,Rawlins,Kansas,298
1004,20155,Reno,Kansas,8350
1005,20157,Republic,Kansas,659
1006,20159,Rice,Kansas,1064
1007,20161,Riley,Kansas,6315
1008,20163,Rooks,Kansas,655
1009,20165,Rush,Kansas,431
1010,20167,Russell,Kansas,854
1011,20169,Saline,Kansas,6086
1012,20171,Scott,Kansas,576
1013,20173,Sedgwick,Kansas,54799
1014,20175,Seward,Kansas,3834
1015,20177,Shawnee,Kansas,16896
1016,20179,Sheridan,Kansas,432
1017,20181,Sherman,Kansas,619
1018,20183,Smith,Kansas,269
1019,20185,Stafford,Kansas,337
1020,20187,Stanton,Kansas,184
1021,20189,Stevens,Kansas,555
1022,20191,Sumner,Kansas,2107
1023,20193,Thomas,Kansas,1092
1024,20195,Trego,Kansas,404
1025,90020,Unassigned,Kansas,0
1026,20197,Wabaunsee,Kansas,670
1027,20199,Wallace,Kansas,175
1028,20201,Washington,Kansas,531
1029,20203,Wichita,Kansas,216
1030,20205,Wilson,Kansas,986
1031,20207,Woodson,Kansas,210
1032,20209,Wyandotte,Kansas,19663
1033,21001,Adair,Kentucky,1774
1034,21003,Allen,Kentucky,1927
1035,21005,Anderson,Kentucky,1684
1036,21007,Ballard,Kentucky,376
1037,21009,Barren,Kentucky,4244
1038,21011,Bath,Kentucky,821
1039,21013,Bell,Kentucky,2944
1040,21015,Boone,Kentucky,13196
1041,21017,Bourbon,Kentucky,1619
1042,21019,Boyd,Kentucky,4773
1043,21021,Boyle,Kentucky,3279
1044,21023,Bracken,Kentucky,541
1045,21025,Breathitt,Kentucky,976
1046,21027,Breckinridge,Kentucky,1144
1047,21029,Bullitt,Kentucky,6805
1048,21031,Butler,Kentucky,1387
1049,21033,Caldwell,Kentucky,1303
1050,21035,Calloway,Kentucky,3442
1051,21037,Campbell,Kentucky,8164
1052,21039,Carlisle,Kentucky,452
1053,21041,Carroll,Kentucky,965
1054,21043,Carter,Kentucky,2152
1055,21045,Casey,Kentucky,1242
1056,21047,Christian,Kentucky,6499
1057,21049,Clark,Kentucky,2622
1058,21051,Clay,Kentucky,2581
1059,21053,Clinton,Kentucky,1411
1060,21055,Crittenden,Kentucky,593
1061,21057,Cumberland,Kentucky,677
1062,21059,Daviess,Kentucky,10174
1063,21061,Edmonson,Kentucky,862
1064,21063,Elliott,Kentucky,943
1065,21065,Estill,Kentucky,1037
1066,21067,Fayette,Kentucky,34153
1067,21069,Fleming,Kentucky,1119
1068,21071,Floyd,Kentucky,3186
1069,21073,Franklin,Kentucky,3868
1070,21075,Fulton,Kentucky,493
1071,21077,Gallatin,Kentucky,683
1072,21079,Garrard,Kentucky,1461
1073,21081,Grant,Kentucky,2178
1074,21083,Graves,Kentucky,4046
1075,21085,Grayson,Kentucky,2052
1076,21087,Green,Kentucky,1159
1077,21089,Greenup,Kentucky,3436
1078,21091,Hancock,Kentucky,837
1079,21093,Hardin,Kentucky,9277
1080,21095,Harlan,Kentucky,2555
1081,21097,Harrison,Kentucky,1603
1082,21099,Hart,Kentucky,1910
1083,21101,Henderson,Kentucky,4495
1084,21103,Henry,Kentucky,1293
1085,21105,Hickman,Kentucky,345
1086,21107,Hopkins,Kentucky,4221
1087,21109,Jackson,Kentucky,1273
1088,21111,Jefferson,Kentucky,76440
1089,21113,Jessamine,Kentucky,4371
1090,21115,Johnson,Kentucky,1855
1091,21117,Kenton,Kentucky,15677
1092,21119,Knott,Kentucky,1117
1093,21121,Knox,Kentucky,3248
1094,21123,Larue,Kentucky,1274
1095,21125,Laurel,Kentucky,6286
1096,21127,Lawrence,Kentucky,1342
1097,21129,Lee,Kentucky,1248
1098,21131,Leslie,Kentucky,863
1099,21133,Letcher,Kentucky,1774
1100,21135,Lewis,Kentucky,1134
1101,21137,Lincoln,Kentucky,2188
1102,21139,Livingston,Kentucky,788
1103,21141,Logan,Kentucky,2644
1104,21143,Lyon,Kentucky,1583
1105,21151,Madison,Kentucky,9003
1106,21153,Magoffin,Kentucky,894
1107,21155,Marion,Kentucky,2210
1108,21157,Marshall,Kentucky,2653
1109,21159,Martin,Kentucky,985
1110,21161,Mason,Kentucky,1509
1111,21145,McCracken,Kentucky,6161
1112,21147,McCreary,Kentucky,1879
1113,21149,McLean,Kentucky,857
1114,21163,Meade,Kentucky,1937
1115,21165,Menifee,Kentucky,419
1116,21167,Mercer,Kentucky,2457
1117,21169,Metcalfe,Kentucky,995
1118,21171,Monroe,Kentucky,1279
1119,21173,Montgomery,Kentucky,2430
1120,21175,Morgan,Kentucky,2108
1121,21177,Muhlenberg,Kentucky,2856
1122,21179,Nelson,Kentucky,4740
1123,21181,Nicholas,Kentucky,496
1124,21183,Ohio,Kentucky,2385
1125,21185,Oldham,Kentucky,7310
1126,80021,Out of KY,Kentucky,0
1127,21187,Owen,Kentucky,639
1128,21189,Owsley,Kentucky,481
1129,21191,Pendleton,Kentucky,985
1130,21193,Perry,Kentucky,2524
1131,21195,Pike,Kentucky,5358
1132,21197,Powell,Kentucky,1081
1133,21199,Pulaski,Kentucky,6041
1134,21201,Robertson,Kentucky,199
1135,21203,Rockcastle,Kentucky,1417
1136,21205,Rowan,Kentucky,2098
1137,21207,Russell,Kentucky,1780
1138,21209,Scott,Kentucky,4633
1139,21211,Shelby,Kentucky,4481
1140,21213,Simpson,Kentucky,1901
1141,21215,Spencer,Kentucky,1522
1142,21217,Taylor,Kentucky,2945
1143,21219,Todd,Kentucky,1036
1144,21221,Trigg,Kentucky,1161
1145,21223,Trimble,Kentucky,649
1146,90021,Unassigned,Kentucky,11
1147,21225,Union,Kentucky,1300
1148,21227,Warren,Kentucky,15159
1149,21229,Washington,Kentucky,1395
1150,21231,Wayne,Kentucky,2128
1151,21233,Webster,Kentucky,1194
1152,21235,Whitley,Kentucky,4572
1153,21237,Wolfe,Kentucky,465
1154,21239,Woodford,Kentucky,2074
1155,22001,Acadia,Louisiana,6296
1156,22003,Allen,Louisiana,3094
1157,22005,Ascension,Louisiana,11541
1158,22007,Assumption,Louisiana,2138
1159,22009,Avoyelles,Louisiana,3997
1160,22011,Beauregard,Louisiana,3019
1161,22013,Bienville,Louisiana,1629
1162,22015,Bossier,Louisiana,13276
1163,22017,Caddo,Louisiana,25146
1164,22019,Calcasieu,Louisiana,21220
1165,22021,Caldwell,Louisiana,1093
1166,22023,Cameron,Louisiana,567
1167,22025,Catahoula,Louisiana,1085
1168,22027,Claiborne,Louisiana,1407
1169,22029,Concordia,Louisiana,1833
1170,22031,De Soto,Louisiana,2707
1171,22033,East Baton Rouge,Louisiana,37339
1172,22035,East Carroll,Louisiana,1118
1173,22037,East Feliciana,Louisiana,3078
1174,22039,Evangeline,Louisiana,3466
1175,22041,Franklin,Louisiana,2460
1176,22043,Grant,Louisiana,2075
1177,22045,Iberia,Louisiana,6660
1178,22047,Iberville,Louisiana,3693
1179,22049,Jackson,Louisiana,1839
1180,22051,Jefferson,Louisiana,45036
1181,22053,Jefferson Davis,Louisiana,3047
1182,22059,LaSalle,Louisiana,1455
1183,22055,Lafayette,Louisiana,22277
1184,22057,Lafourche,Louisiana,9361
1185,22061,Lincoln,Louisiana,4325
1186,22063,Livingston,Louisiana,12852
1187,22065,Madison,Louisiana,1562
1188,22067,Morehouse,Louisiana,2749
1189,22069,Natchitoches,Louisiana,3952
1190,22071,Orleans,Louisiana,29264
1191,22073,Ouachita,Louisiana,17896
1192,80022,Out of LA,Louisiana,0
1193,22075,Plaquemines,Louisiana,2449
1194,22077,Pointe Coupee,Louisiana,2469
1195,22079,Rapides,Louisiana,11580
1196,22081,Red River,Louisiana,866
1197,22083,Richland,Louisiana,2391
1198,22085,Sabine,Louisiana,2859
1199,22087,St. Bernard,Louisiana,3933
1200,22089,St. Charles,Louisiana,5297
1201,22091,St. Helena,Louisiana,897
1202,22093,St. James,Louisiana,1896
1203,22095,St. John the Baptist,Louisiana,3621
1204,22097,St. Landry,Louisiana,8544
1205,22099,St. Martin,Louisiana,5008
1206,22101,St. Mary,Louisiana,4489
1207,22103,St. Tammany,Louisiana,25028
1208,22105,Tangipahoa,Louisiana,12318
1209,22107,Tensas,Louisiana,356
1210,22109,Terrebonne,Louisiana,9855
1211,90022,Unassigned,Louisiana,418
1212,22111,Union,Louisiana,2339
1213,22113,Vermilion,Louisiana,5094
1214,22115,Vernon,Louisiana,2963
1215,22117,Washington,Louisiana,4277
1216,22119,Webster,Louisiana,3982
1217,22121,West Baton Rouge,Louisiana,2650
1218,22123,West Carroll,Louisiana,1166
1219,22125,West Feliciana,Louisiana,1143
1220,22127,Winn,Louisiana,1493
1221,23001,Androscoggin,Maine,5286
1222,23003,Aroostook,Maine,1400
1223,23005,Cumberland,Maine,13981
1224,23007,Franklin,Maine,987
1225,23009,Hancock,Maine,1050
1226,23011,Kennebec,Maine,4300
1227,23013,Knox,Maine,806
1228,23015,Lincoln,Maine,657
1229,80023,Out of ME,Maine,0
1230,23017,Oxford,Maine,2541
1231,23019,Penobscot,Maine,4611
1232,23021,Piscataquis,Maine,384
1233,23023,Sagadahoc,Maine,979
1234,23025,Somerset,Maine,1375
1235,90023,Unassigned,Maine,1
1236,23027,Waldo,Maine,706
1237,23029,Washington,Maine,764
1238,23031,York,Maine,10676
1239,24001,Allegany,Maryland,6530
1240,24003,Anne Arundel,Maryland,38894
1241,24005,Baltimore,Maryland,55856
1242,24510,Baltimore City,Maryland,44629
1243,24009,Calvert,Maryland,3907
1244,24011,Caroline,Maryland,2120
1245,24013,Carroll,Maryland,8260
1246,24015,Cecil,Maryland,5347
1247,24017,Charles,Maryland,9724
1248,24019,Dorchester,Maryland,2468
1249,24021,Frederick,Maryland,18183
1250,24023,Garrett,Maryland,1904
1251,24025,Harford,Maryland,14053
1252,24027,Howard,Maryland,17270
1253,24029,Kent,Maryland,1220
1254,24031,Montgomery,Maryland,66704
1255,80024,Out of MD,Maryland,0
1256,24033,Prince George's,Maryland,78011
1257,24035,Queen Anne's,Maryland,2709
1258,24039,Somerset,Maryland,2480
1259,24037,St. Mary's,Maryland,5409
1260,24041,Talbot,Maryland,1958
1261,90024,Unassigned,Maryland,0
1262,24043,Washington,Maryland,13245
1263,24045,Wicomico,Maryland,7082
1264,24047,Worcester,Maryland,3381
1265,25001,Barnstable,Massachusetts,12150
1266,25003,Berkshire,Massachusetts,5507
1267,25005,Bristol,Massachusetts,59917
1268,25007,Dukes,Massachusetts,0
1269,,Dukes and Nantucket,Massachusetts,2278
1270,25009,Essex,Massachusetts,89306
1271,25011,Franklin,Massachusetts,2215
1272,25013,Hampden,Massachusetts,45841
1273,25015,Hampshire,Massachusetts,8327
1274,25017,Middlesex,Massachusetts,122222
1275,25019,Nantucket,Massachusetts,0
1276,25021,Norfolk,Massachusetts,49961
1277,80025,Out of MA,Massachusetts,0
1278,25023,Plymouth,Massachusetts,44164
1279,25025,Suffolk,Massachusetts,84646
1280,90025,Unassigned,Massachusetts,38639
1281,25027,Worcester,Massachusetts,70407
1282,26001,Alcona,Michigan,478
1283,26003,Alger,Michigan,451
1284,26005,Allegan,Michigan,8273
1285,26007,Alpena,Michigan,1609
1286,26009,Antrim,Michigan,1201
1287,26011,Arenac,Michigan,802
1288,26013,Baraga,Michigan,627
1289,26015,Barry,Michigan,4236
1290,26017,Bay,Michigan,8303
1291,26019,Benzie,Michigan,1007
1292,26021,Berrien,Michigan,12764
1293,26023,Branch,Michigan,4006
1294,26025,Calhoun,Michigan,11166
1295,26027,Cass,Michigan,4592
1296,26029,Charlevoix,Michigan,1182
1297,26031,Cheboygan,Michigan,1275
1298,26033,Chippewa,Michigan,2032
1299,26035,Clare,Michigan,1740
1300,26037,Clinton,Michigan,5940
1301,26039,Crawford,Michigan,724
1302,26041,Delta,Michigan,3306
1303,26043,Dickinson,Michigan,2447
1304,26045,Eaton,Michigan,7583
1305,26047,Emmet,Michigan,1717
1306,,Federal Correctional Institution (FCI),Michigan,315
1307,26049,Genesee,Michigan,30311
1308,26051,Gladwin,Michigan,1622
1309,26053,Gogebic,Michigan,1331
1310,26055,Grand Traverse,Michigan,4981
1311,26057,Gratiot,Michigan,2985
1312,26059,Hillsdale,Michigan,3664
1313,26061,Houghton,Michigan,2828
1314,26063,Huron,Michigan,2991
1315,26065,Ingham,Michigan,19426
1316,26067,Ionia,Michigan,4561
1317,26069,Iosco,Michigan,1404
1318,26071,Iron,Michigan,941
1319,26073,Isabella,Michigan,4436
1320,26075,Jackson,Michigan,11592
1321,26077,Kalamazoo,Michigan,17290
1322,26079,Kalkaska,Michigan,778
1323,26081,Kent,Michigan,56565
1324,26083,Keweenaw,Michigan,155
1325,26085,Lake,Michigan,431
1326,26087,Lapeer,Michigan,6439
1327,26089,Leelanau,Michigan,989
1328,26091,Lenawee,Michigan,6993
1329,26093,Livingston,Michigan,12303
1330,26095,Luce,Michigan,258
1331,26097,Mackinac,Michigan,488
1332,26099,Macomb,Michigan,72578
1333,26101,Manistee,Michigan,863
1334,26103,Marquette,Michigan,4237
1335,26105,Mason,Michigan,1388
1336,26107,Mecosta,Michigan,2255
1337,26109,Menominee,Michigan,1930
1338,,Michigan Department of Corrections (MDOC),Michigan,25928
1339,26111,Midland,Michigan,5582
1340,26113,Missaukee,Michigan,1100
1341,26115,Monroe,Michigan,11584
1342,26117,Montcalm,Michigan,3969
1343,26119,Montmorency,Michigan,399
1344,26121,Muskegon,Michigan,11250
1345,26123,Newaygo,Michigan,3348
1346,26125,Oakland,Michigan,87871
1347,26127,Oceana,Michigan,2022
1348,26129,Ogemaw,Michigan,1188
1349,26131,Ontonagon,Michigan,431
1350,26133,Osceola,Michigan,1310
1351,26135,Oscoda,Michigan,461
1352,26137,Otsego,Michigan,1620
1353,26139,Ottawa,Michigan,24830
1354,80026,Out of MI,Michigan,1635
1355,26141,Presque Isle,Michigan,752
1356,26143,Roscommon,Michigan,1511
1357,26145,Saginaw,Michigan,16222
1358,26151,Sanilac,Michigan,2971
1359,26153,Schoolcraft,Michigan,290
1360,26155,Shiawassee,Michigan,4465
1361,26147,St. Clair,Michigan,12103
1362,26149,St. Joseph,Michigan,5156
1363,26157,Tuscola,Michigan,4009
1364,90026,Unassigned,Michigan,18
1365,26159,Van Buren,Michigan,5566
1366,26161,Washtenaw,Michigan,20946
1367,26163,Wayne,Michigan,118987
1368,26165,Wexford,Michigan,2038
1369,27001,Aitkin,Minnesota,1217
1370,27003,Anoka,Minnesota,35529
1371,27005,Becker,Minnesota,3287
1372,27007,Beltrami,Minnesota,3554
1373,27009,Benton,Minnesota,4929
1374,27011,Big Stone,Minnesota,543
1375,27013,Blue Earth,Minnesota,6530
1376,27015,Brown,Minnesota,2761
1377,27017,Carlton,Minnesota,3145
1378,27019,Carver,Minnesota,8821
1379,27021,Cass,Minnesota,2312
1380,27023,Chippewa,Minnesota,1420
1381,27025,Chisago,Minnesota,5219
1382,27027,Clay,Minnesota,7356
1383,27029,Clearwater,Minnesota,742
1384,27031,Cook,Minnesota,139
1385,27033,Cottonwood,Minnesota,1454
1386,27035,Crow Wing,Minnesota,5540
1387,27037,Dakota,Minnesota,39331
1388,27039,Dodge,Minnesota,1621
1389,27041,Douglas,Minnesota,4157
1390,27043,Faribault,Minnesota,1379
1391,27045,Fillmore,Minnesota,1482
1392,27047,Freeborn,Minnesota,3080
1393,27049,Goodhue,Minnesota,4174
1394,27051,Grant,Minnesota,517
1395,27053,Hennepin,Minnesota,108017
1396,27055,Houston,Minnesota,1613
1397,27057,Hubbard,Minnesota,1637
1398,27059,Isanti,Minnesota,3348
1399,27061,Itasca,Minnesota,3420
1400,27063,Jackson,Minnesota,1039
1401,27065,Kanabec,Minnesota,1192
1402,27067,Kandiyohi,Minnesota,6050
1403,27069,Kittson,Minnesota,425
1404,27071,Koochiching,Minnesota,685
1405,27073,Lac qui Parle,Minnesota,718
1406,27075,Lake,Minnesota,769
1407,27077,Lake of the Woods,Minnesota,253
1408,27079,Le Sueur,Minnesota,2545
1409,27081,Lincoln,Minnesota,535
1410,27083,Lyon,Minnesota,3295
1411,27087,Mahnomen,Minnesota,468
1412,27089,Marshall,Minnesota,825
1413,27091,Martin,Minnesota,2031
1414,27085,McLeod,Minnesota,3647
1415,27093,Meeker,Minnesota,2188
1416,27095,Mille Lacs,Minnesota,2531
1417,27097,Morrison,Minnesota,3643
1418,27099,Mower,Minnesota,4366
1419,27101,Murray,Minnesota,981
1420,27103,Nicollet,Minnesota,2840
1421,27105,Nobles,Minnesota,3923
1422,27107,Norman,Minnesota,495
1423,27109,Olmsted,Minnesota,12344
1424,27111,Otter Tail,Minnesota,5141
1425,80027,Out of MN,Minnesota,0
1426,27113,Pennington,Minnesota,1476
1427,27115,Pine,Minnesota,2975
1428,27117,Pipestone,Minnesota,1051
1429,27119,Polk,Minnesota,3531
1430,27121,Pope,Minnesota,924
1431,27123,Ramsey,Minnesota,45179
1432,27125,Red Lake,Minnesota,373
1433,27127,Redwood,Minnesota,1556
1434,27129,Renville,Minnesota,1615
1435,27131,Rice,Minnesota,7131
1436,27133,Rock,Minnesota,1193
1437,27135,Roseau,Minnesota,1869
1438,27139,Scott,Minnesota,14697
1439,27141,Sherburne,Minnesota,9582
1440,27143,Sibley,Minnesota,1272
1441,27137,St. Louis,Minnesota,15802
1442,27145,Stearns,Minnesota,19867
1443,27147,Steele,Minnesota,3345
1444,27149,Stevens,Minnesota,774
1445,27151,Swift,Minnesota,944
1446,27153,Todd,Minnesota,2597
1447,27155,Traverse,Minnesota,345
1448,90027,Unassigned,Minnesota,484
1449,27157,Wabasha,Minnesota,1947
1450,27159,Wadena,Minnesota,1369
1451,27161,Waseca,Minnesota,2211
1452,27163,Washington,Minnesota,23368
1453,27165,Watonwan,Minnesota,1219
1454,27167,Wilkin,Minnesota,730
1455,27169,Winona,Minnesota,4301
1456,27171,Wright,Minnesota,13558
1457,27173,Yellow Medicine,Minnesota,1041
1458,28001,Adams,Mississippi,2429
1459,28003,Alcorn,Mississippi,2956
1460,28005,Amite,Mississippi,1181
1461,28007,Attala,Mississippi,2128
1462,28009,Benton,Mississippi,964
1463,28011,Bolivar,Mississippi,4755
1464,28013,Calhoun,Mississippi,1623
1465,28015,Carroll,Mississippi,1205
1466,28017,Chickasaw,Mississippi,2033
1467,28019,Choctaw,Mississippi,723
1468,28021,Claiborne,Mississippi,1011
1469,28023,Clarke,Mississippi,1749
1470,28025,Clay,Mississippi,1817
1471,28027,Coahoma,Mississippi,2881
1472,28029,Copiah,Mississippi,2903
1473,28031,Covington,Mississippi,2533
1474,28033,DeSoto,Mississippi,20531
1475,28035,Forrest,Mississippi,7479
1476,28037,Franklin,Mississippi,806
1477,28039,George,Mississippi,2367
1478,28041,Greene,Mississippi,1293
1479,28043,Grenada,Mississippi,2529
1480,28045,Hancock,Mississippi,3676
1481,28047,Harrison,Mississippi,17356
1482,28049,Hinds,Mississippi,19684
1483,28051,Holmes,Mississippi,1852
1484,28053,Humphreys,Mississippi,941
1485,28055,Issaquena,Mississippi,168
1486,28057,Itawamba,Mississippi,2952
1487,28059,Jackson,Mississippi,13028
1488,28061,Jasper,Mississippi,2192
1489,28063,Jefferson,Mississippi,643
1490,28065,Jefferson Davis,Mississippi,1042
1491,28067,Jones,Mississippi,8247
1492,28069,Kemper,Mississippi,944
1493,28071,Lafayette,Mississippi,5938
1494,28073,Lamar,Mississippi,6053
1495,28075,Lauderdale,Mississippi,7064
1496,28077,Lawrence,Mississippi,1251
1497,28079,Leake,Mississippi,2595
1498,28081,Lee,Mississippi,9808
1499,28083,Leflore,Mississippi,3460
1500,28085,Lincoln,Mississippi,3848
1501,28087,Lowndes,Mississippi,6228
1502,28089,Madison,Mississippi,9816
1503,28091,Marion,Mississippi,2640
1504,28093,Marshall,Mississippi,4228
1505,28095,Monroe,Mississippi,4047
1506,28097,Montgomery,Mississippi,1250
1507,28099,Neshoba,Mississippi,3954
